26201,115
164837,545
278190,858
135728,461
283780,873
6867,39
61903,236
290878,892
203167,653
169049,557
138471,469
45471,182
291252,893
124487,428
92193,331
310025,943
93827,336
307012,935
256329,799
174683,573
15807,76
213251,681
63457,241
75,2
160638,533
319081,967
152627,510
232487,734
207482,665
958,9
252276,788
19712,91
225206,714
145701,490
158892,528
227751,721
5981,35
16320,78
277446,856
275214,850
100729,357
8694,47
30664,131
8462,46
265938,825
27584,120
311155,946
282288,869
200655,646
308895,940
37242,154
79574,292
272613,843
304003,927
152974,511
207122,664
53298,208
30100,129
55739,216
88610,320
39278,161
152280,509
311909,948
8,1
18921,88
213973,683
229936,727
214696,685
80215,294
250068,782
238331,750
173978,571
27030,118
328167,991
298370,912
145010,488
297245,909
30946,132
301748,921
159940,531
307765,937
204964,658
136756,464
25101,111
24281,108
317570,963
99080,352
259281,807
193141,625
280052,863
231393,731
291626,894
11800,60
104037,367
331201,999
108357,380
6201,36
69091,259
82143,300
267420,829
92519,332
321350,973
108690,381
101390,359
147429,495
189575,615
129242,442
189219,614
259650,808
20242,93
80857,296
140876,476
54212,211
124148,427
125504,431
268161,831
327029,988
294996,903
277818,857
267049,828
239795,754
198863,641
69406,260
212890,680
77974,287
315682,958
115716,402
320594,971
210725,674
98093,349
110692,387
167,3
302124,922
87636,317
42506,172
268902,833
172568,567
251171,785
97764,348
105032,370
101060,358
27862,121
27307,119
49364,195
118070,409
175389,575
15297,74
191357,620
128221,439
19184,89
166590,550
170103,560
119755,414
56352,218
22383,101
60973,233
208202,667
172215,566
267790,830
235407,742
300997,919
151933,508
13033,65
253380,791
232852,735
195284,631
251539,786
23193,104
295745,905
261498,813
221575,704
228479,723
326650,987
126522,434
18135,85
94809,339
171511,564
179985,588
14536,71
113033,394
74150,275
324378,981
84399,307
169400,558
77654,286
190644,618
229571,726
89585,323
210003,672
212529,679
105696,372
134360,457
162036,537
4280,27
185661,604
329683,995
154364,515
7317,41
279307,861
173625,570
2320,17
316059,959
136413,463
178216,583
194212,628
24827,110
295370,904
12291,62
42211,171
89260,322
157498,524
47861,190
181048,591
191000,619
65640,248
114374,398
38403,158
48161,191
133676,455
87960,318
197073,636
68462,257
184240,600
260389,810
250804,784
807,8
64080,243
305131,930
1609,13
59736,229
207842,666
305883,932
131968,450
102051,361
266308,826
90888,327
215419,687
1440,12
301373,920
271128,839
218676,696
247128,774
276330,853
281170,866
31795,135
283407,872
153669,513
280424,864
1114,10
140532,475
23464,105
215780,688
104701,369
202808,652
86339,313
83431,304
289756,889
246393,772
12045,61
133334,454
108024,379
75422,279
36952,153
292374,896
240893,757
4487,28
221938,705
11556,59
157846,525
90562,326
309648,942
92846,333
164136,543
257804,803
77015,284
28141,122
43689,176
297620,910
160988,534
193498,626
26476,116
46664,186
145356,489
49966,197
314549,955
275958,852
264457,821
237234,747
203526,654
71615,267
68776,258
155756,519
6421,37
248230,777
137442,466
13531,67
10588,55
247862,776
42801,173
99410,353
231758,732
16577,79
64703,245
237600,748
168697,556
8001,44
36374,151
206042,661
310401,944
20774,95
95465,341
21308,97
78613,289
9397,50
37822,156
21041,96
149852,502
54517,212
15551,75
106028,373
182466,595
41328,168
168346,555
36663,152
148121,497
255223,796
14283,70
57887,223
265197,823
274842,849
246026,771
23736,106
103706,366
210364,673
109691,384
127201,436
19977,92
219762,699
87312,316
32647,138
135386,460
195642,632
226296,717
328546,992
134702,458
63768,242
147775,496
240527,756
82787,302
266678,827
43393,175
230300,728
22652,102
73198,272
17094,81
46365,185
33216,140
69721,261
39570,162
184950,602
225933,716
286019,879
308518,939
263347,818
117397,407
306260,933
248965,779
166240,549
311532,947
167292,552
14789,72
160289,532
243825,765
317948,964
50570,199
39862,163
325893,985
227024,719
127881,438
125843,432
228115,722
67206,253
262237,815
304379,928
236503,745
29258,126
213612,682
165188,546
107358,377
82465,301
2884,20
163786,542
96449,344
107691,378
111360,389
41622,169
15042,73
61593,235
239063,752
81821,299
120767,417
243091,763
300246,917
132992,453
196715,635
62213,237
74785,277
54822,213
244191,766
254486,794
112364,392
78293,288
179277,586
114709,399
205683,660
323620,979
53603,209
318325,965
262607,816
296120,906
277074,855
148467,498
245659,770
258543,805
142253,480
220125,700
248597,778
294621,902
97106,346
325135,983
187083,608
75740,280
2694,19
88935,321
68148,256
11070,57
261867,814
4075,26
206762,663
270386,837
159590,530
106361,374
221212,703
225569,715
170807,562
196357,634
84077,306
244925,768
141220,477
293497,899
142597,481
4696,29
209643,671
253749,792
102382,362
224116,711
38986,160
12785,64
118406,410
183530,598
257435,802
209283,670
52387,205
72881,271
80536,295
38112,157
309271,941
216142,689
73515,273
204604,657
128561,440
1958,15
34934,146
262977,817
1275,11
18658,87
121780,420
52994,207
161687,536
126862,435
323999,980
156104,520
260020,809
84722,308
150198,503
320972,972
261128,812
3670,24
251907,787
151586,507
1782,14
117733,408
241626,759
177509,581
25375,112
178570,584
66266,250
219400,698
8928,48
33787,142
41034,167
76696,283
96121,343
18396,86
104369,368
109357,383
